txn_id,hour,amount,method,bank,device,network_quality,prior_attempts,reason,strategy,delay_min,channel,success,revenue_recovered
train_053797,15,199.31,UPI,Kotak,ios,good,1,bank_timeout,nudge_then_retry,94.4,whatsapp,1,199.31
train_053798,12,333.25,Card,HDFC,android,good,0,card_declined,delayed_retry,268.3,none,0,0.0
train_053799,20,327.82,Card,IDFC,android,moderate,2,card_declined,instant_retry,2.3,none,0,0.0
train_053800,18,1902.31,UPI,Kotak,android,good,2,bank_timeout,no_action,0.0,none,0,0.0
train_053801,19,1290.77,UPI,SBI,android,good,0,bank_timeout,instant_retry,0.7,none,0,0.0
train_053802,9,148.47,UPI,IDFC,ios,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_053803,18,277.35,UPI,SBI,ios,poor,0,gateway_error,nudge_then_retry,7.1,sms,0,0.0
train_053804,11,883.59,Card,Kotak,android,moderate,0,card_declined,instant_retry,4.7,none,0,0.0
train_053805,9,1787.08,NetBanking,Kotak,web,moderate,1,gateway_error,instant_retry,4.1,none,0,0.0
train_053806,20,465.15,UPI,ICICI,android,good,1,insufficient_funds,instant_retry,3.6,none,0,0.0
train_053807,10,875.98,UPI,IDFC,android,good,0,wrong_otp,instant_retry,5.5,none,1,875.98
train_053808,20,441.8,NetBanking,SBI,android,good,0,gateway_error,nudge_then_retry,54.9,sms,1,441.8
train_053809,8,1024.19,UPI,IDFC,android,good,0,wrong_otp,instant_retry,1.0,none,1,1024.19
train_053810,18,1536.2,UPI,HDFC,web,good,2,network_drop,delayed_retry,1207.8,none,0,0.0
train_053811,13,226.79,UPI,HDFC,web,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_053812,18,720.67,NetBanking,IDFC,android,moderate,0,gateway_error,delayed_retry,110.6,none,1,720.67
train_053813,14,261.34,NetBanking,HDFC,ios,good,0,gateway_error,instant_retry,0.3,none,0,0.0
train_053814,14,2071.84,UPI,SBI,ios,good,0,wrong_otp,nudge_then_retry,24.1,sms,0,0.0
train_053815,6,653.69,UPI,ICICI,android,good,0,insufficient_funds,delayed_retry,2693.9,none,0,0.0
train_053816,6,387.45,Card,IDFC,android,good,1,card_declined,nudge_then_retry,975.6,sms,0,0.0
train_053817,11,219.78,UPI,Axis,web,moderate,0,bank_timeout,delayed_retry,559.5,none,0,0.0
train_053818,20,234.94,UPI,IDFC,android,good,0,wrong_otp,instant_retry,5.1,none,1,234.94
train_053819,15,1485.72,UPI,YesBank,web,poor,0,network_drop,delayed_retry,585.6,none,0,0.0
train_053820,12,1371.03,NetBanking,ICICI,android,good,0,bank_timeout,delayed_retry,268.1,none,1,1371.03
train_053821,20,151.52,NetBanking,IDFC,ios,good,2,insufficient_funds,suggest_alt_method,20.5,whatsapp,0,0.0
train_053822,5,1351.28,Card,HDFC,android,good,1,bank_timeout,nudge_then_retry,89.8,sms,0,0.0
train_053823,20,4562.31,UPI,ICICI,android,poor,2,wrong_otp,suggest_alt_method,622.7,email,0,0.0
train_053824,10,256.72,NetBanking,ICICI,ios,good,1,card_declined,instant_retry,7.6,none,0,0.0
train_053825,10,825.0,UPI,IDFC,android,moderate,0,insufficient_funds,no_action,0.0,none,0,0.0
train_053826,20,819.46,Card,Axis,android,good,0,gateway_error,delayed_retry,383.2,none,1,819.46
train_053827,13,362.05,NetBanking,SBI,android,moderate,0,network_drop,instant_retry,2.5,none,1,362.05
train_053828,16,1372.44,UPI,YesBank,ios,good,0,bank_timeout,nudge_then_retry,40.3,whatsapp,1,1372.44
train_053829,8,134.13,UPI,HDFC,android,good,2,network_drop,delayed_retry,485.5,none,0,0.0
train_053830,9,317.55,UPI,IDFC,ios,good,0,bank_timeout,instant_retry,4.2,none,0,0.0
train_053831,14,180.56,UPI,HDFC,ios,good,1,wrong_otp,instant_retry,1.3,none,1,180.56
train_053832,18,288.13,Wallet,HDFC,android,moderate,0,gateway_error,instant_retry,1.7,none,0,0.0
train_053833,17,504.96,UPI,Kotak,web,good,0,wrong_otp,nudge_then_retry,40.3,whatsapp,0,0.0
train_053834,16,462.7,NetBanking,ICICI,android,moderate,1,gateway_error,instant_retry,2.4,none,0,0.0
train_053835,16,700.78,Card,SBI,android,good,0,insufficient_funds,instant_retry,5.8,none,1,700.78
train_053836,10,1801.95,UPI,ICICI,android,good,0,network_drop,instant_retry,1.3,none,1,1801.95
train_053837,20,1548.88,Card,Axis,ios,moderate,0,card_declined,nudge_then_retry,1005.1,email,1,1548.88
train_053838,7,225.99,UPI,SBI,ios,good,1,risk_block,instant_retry,3.2,none,0,0.0
train_053839,4,298.26,UPI,ICICI,android,good,0,bank_timeout,nudge_then_retry,7.0,whatsapp,0,0.0
train_053840,9,2417.4,UPI,Axis,android,moderate,0,network_drop,nudge_then_retry,132.2,whatsapp,1,2417.4
train_053841,10,6380.96,Card,Axis,android,moderate,0,risk_block,nudge_then_retry,136.8,whatsapp,0,0.0
train_053842,10,141.66,UPI,YesBank,android,poor,0,network_drop,delayed_retry,10.0,none,0,0.0
train_053843,17,9991.73,Wallet,ICICI,web,good,0,bank_timeout,suggest_alt_method,16.9,whatsapp,1,9991.73
train_053844,12,1323.57,Wallet,Kotak,android,good,0,gateway_error,nudge_then_retry,1291.2,email,0,0.0
train_053845,12,418.56,UPI,IDFC,android,poor,1,network_drop,instant_retry,1.4,none,0,0.0
train_053846,15,1036.94,Card,YesBank,web,good,2,card_declined,instant_retry,1.9,none,0,0.0
train_053847,21,405.74,UPI,Kotak,ios,poor,0,bank_timeout,suggest_alt_method,8.7,whatsapp,1,405.74
train_053848,21,895.7,Card,IDFC,android,good,0,card_declined,instant_retry,3.8,none,0,0.0
train_053849,17,284.88,UPI,SBI,android,moderate,1,insufficient_funds,suggest_alt_method,1002.8,email,1,284.88
train_053850,10,1755.29,Card,Axis,android,good,0,insufficient_funds,no_action,0.0,none,0,0.0
train_053851,12,831.31,UPI,SBI,android,good,0,wrong_otp,suggest_alt_method,36.8,whatsapp,1,831.31
train_053852,18,148.59,Card,ICICI,android,moderate,1,card_declined,nudge_then_retry,20.6,whatsapp,1,148.59
train_053853,9,115.96,UPI,IDFC,android,good,0,wrong_otp,delayed_retry,611.3,none,0,0.0
train_053854,2,979.31,NetBanking,ICICI,ios,good,1,risk_block,delayed_retry,110.2,none,0,0.0
train_053855,16,849.5,Card,HDFC,android,good,0,card_declined,delayed_retry,691.0,none,0,0.0
train_053856,12,101.36,NetBanking,Axis,ios,good,1,insufficient_funds,nudge_then_retry,37.5,sms,0,0.0
train_053857,8,211.42,NetBanking,Kotak,android,good,0,risk_block,delayed_retry,42.4,none,0,0.0
train_053858,20,330.1,UPI,Kotak,android,good,0,bank_timeout,delayed_retry,110.0,none,1,330.1
train_053859,14,367.1,NetBanking,YesBank,android,moderate,0,card_declined,instant_retry,2.7,none,0,0.0
train_053860,10,283.17,Card,SBI,ios,good,0,risk_block,instant_retry,5.9,none,0,0.0
train_053861,7,139.61,NetBanking,SBI,android,good,0,insufficient_funds,nudge_then_retry,766.6,sms,1,139.61
train_053862,13,3850.83,UPI,SBI,ios,moderate,4,bank_timeout,nudge_then_retry,15.8,sms,0,0.0
train_053863,17,2167.28,UPI,IDFC,ios,good,1,wrong_otp,instant_retry,4.1,none,0,0.0
train_053864,10,385.74,UPI,HDFC,android,good,1,wrong_otp,nudge_then_retry,15.9,email,1,385.74
train_053865,20,1982.56,UPI,IDFC,android,good,0,network_drop,instant_retry,5.5,none,1,1982.56
train_053866,9,3382.37,UPI,ICICI,ios,moderate,2,insufficient_funds,no_action,0.0,none,0,0.0
train_053867,15,2940.41,Card,HDFC,android,good,0,card_declined,instant_retry,4.0,none,0,0.0
train_053868,23,797.06,UPI,Kotak,ios,good,0,bank_timeout,suggest_alt_method,477.8,whatsapp,1,797.06
train_053869,9,668.57,NetBanking,Kotak,web,good,1,gateway_error,suggest_alt_method,969.9,email,0,0.0
train_053870,15,100.92,Card,HDFC,android,good,0,insufficient_funds,nudge_then_retry,1112.9,email,1,100.92
train_053871,10,793.8,NetBanking,ICICI,ios,good,0,network_drop,suggest_alt_method,18.7,email,0,0.0
train_053872,18,381.5,UPI,IDFC,android,poor,0,gateway_error,instant_retry,4.6,none,0,0.0
train_053873,19,1957.27,UPI,YesBank,ios,poor,1,bank_timeout,nudge_then_retry,30.0,whatsapp,0,0.0
train_053874,17,546.84,UPI,HDFC,android,moderate,0,insufficient_funds,instant_retry,5.5,none,1,546.84
train_053875,14,1352.45,UPI,ICICI,web,poor,0,network_drop,no_action,0.0,none,0,0.0
train_053876,18,879.51,UPI,HDFC,ios,poor,0,network_drop,instant_retry,7.6,none,0,0.0
train_053877,23,301.45,Card,HDFC,ios,good,1,card_declined,instant_retry,7.6,none,0,0.0
train_053878,18,221.61,UPI,ICICI,android,good,1,bank_timeout,instant_retry,0.3,none,0,0.0
train_053879,10,779.54,UPI,IDFC,android,good,1,insufficient_funds,no_action,0.0,none,0,0.0
train_053880,15,395.78,Wallet,YesBank,web,moderate,0,gateway_error,delayed_retry,463.4,none,1,395.78
train_053881,14,396.28,UPI,Axis,android,good,2,wrong_otp,delayed_retry,234.7,none,0,0.0
train_053882,7,244.92,UPI,IDFC,android,good,0,network_drop,no_action,0.0,none,0,0.0
train_053883,23,2458.62,UPI,HDFC,android,good,0,insufficient_funds,delayed_retry,92.2,none,0,0.0
train_053884,6,393.2,UPI,Kotak,android,good,1,network_drop,suggest_alt_method,15.5,sms,0,0.0
train_053885,15,982.5,UPI,IDFC,android,good,1,bank_timeout,suggest_alt_method,651.6,whatsapp,0,0.0
train_053886,8,5738.48,NetBanking,Axis,ios,good,1,network_drop,delayed_retry,38.6,none,0,0.0
train_053887,18,503.24,UPI,ICICI,android,moderate,0,insufficient_funds,instant_retry,4.5,none,0,0.0
train_053888,7,723.13,UPI,ICICI,ios,good,1,network_drop,nudge_then_retry,330.6,sms,1,723.13
train_053889,9,2202.41,NetBanking,IDFC,web,good,0,bank_timeout,delayed_retry,1995.4,none,1,2202.41
train_053890,11,2207.39,Card,YesBank,ios,good,2,gateway_error,nudge_then_retry,442.1,sms,1,2207.39
train_053891,18,955.0,Card,SBI,android,good,1,card_declined,instant_retry,4.5,none,0,0.0
train_053892,15,1082.43,UPI,ICICI,ios,good,0,wrong_otp,delayed_retry,1661.5,none,0,0.0
train_053893,21,4575.62,UPI,SBI,android,good,0,network_drop,delayed_retry,128.6,none,0,0.0
train_053894,17,988.62,UPI,YesBank,ios,good,0,insufficient_funds,instant_retry,7.8,none,1,988.62
train_053895,17,340.05,UPI,Axis,android,good,0,risk_block,nudge_then_retry,116.8,email,0,0.0
train_053896,22,784.42,UPI,HDFC,ios,good,2,insufficient_funds,no_action,0.0,none,0,0.0
train_053897,5,400.88,UPI,HDFC,android,moderate,0,wrong_otp,nudge_then_retry,5.4,whatsapp,1,400.88
train_053898,17,417.06,Wallet,SBI,web,moderate,2,card_declined,no_action,0.0,none,0,0.0
train_053899,2,375.71,Wallet,Axis,web,moderate,0,bank_timeout,suggest_alt_method,950.8,sms,0,0.0
train_053900,19,122.8,NetBanking,Axis,android,moderate,0,card_declined,no_action,0.0,none,0,0.0
train_053901,10,930.6,UPI,ICICI,android,good,0,bank_timeout,instant_retry,5.0,none,0,0.0
train_053902,18,469.13,UPI,IDFC,android,good,0,network_drop,no_action,0.0,none,0,0.0
train_053903,20,1808.42,Card,SBI,ios,moderate,2,gateway_error,instant_retry,3.0,none,0,0.0
train_053904,9,124.14,Wallet,YesBank,android,good,0,gateway_error,delayed_retry,103.0,none,1,124.14
train_053905,18,183.48,Wallet,Kotak,web,good,0,insufficient_funds,delayed_retry,12.0,none,1,183.48
train_053906,18,565.17,NetBanking,ICICI,android,good,1,gateway_error,no_action,0.0,none,0,0.0
train_053907,16,1361.92,Card,IDFC,web,poor,0,gateway_error,instant_retry,4.5,none,0,0.0
train_053908,17,1178.39,Wallet,SBI,android,good,1,bank_timeout,nudge_then_retry,432.0,whatsapp,0,0.0
train_053909,12,237.31,UPI,SBI,web,moderate,0,bank_timeout,suggest_alt_method,806.6,whatsapp,0,0.0
train_053910,11,444.45,Card,Kotak,android,moderate,1,insufficient_funds,nudge_then_retry,540.1,sms,1,444.45
train_053911,9,2330.95,Card,YesBank,android,poor,0,risk_block,instant_retry,6.2,none,0,0.0
train_053912,12,843.29,Wallet,ICICI,android,good,1,gateway_error,instant_retry,5.7,none,0,0.0
train_053913,17,251.06,Card,YesBank,ios,moderate,1,risk_block,instant_retry,3.6,none,0,0.0
train_053914,13,501.67,UPI,Axis,ios,good,0,bank_timeout,delayed_retry,166.4,none,0,0.0
train_053915,13,1699.15,NetBanking,YesBank,ios,moderate,0,bank_timeout,instant_retry,5.6,none,0,0.0
train_053916,13,1826.84,UPI,ICICI,web,good,0,wrong_otp,suggest_alt_method,8.1,whatsapp,0,0.0
train_053917,22,370.26,Card,IDFC,android,good,0,bank_timeout,delayed_retry,214.3,none,0,0.0
train_053918,23,471.17,UPI,ICICI,android,poor,1,gateway_error,delayed_retry,11.0,none,0,0.0
train_053919,13,3361.13,UPI,IDFC,android,moderate,0,wrong_otp,delayed_retry,154.7,none,0,0.0
train_053920,17,1703.17,UPI,SBI,ios,moderate,1,wrong_otp,no_action,0.0,none,0,0.0
train_053921,19,402.05,UPI,IDFC,ios,good,0,insufficient_funds,nudge_then_retry,9.1,whatsapp,0,0.0
train_053922,9,1805.53,UPI,Kotak,android,good,0,wrong_otp,suggest_alt_method,300.3,sms,0,0.0
train_053923,11,225.37,UPI,IDFC,web,good,0,bank_timeout,instant_retry,3.6,none,0,0.0
train_053924,6,759.87,NetBanking,YesBank,web,moderate,1,insufficient_funds,delayed_retry,466.8,none,0,0.0
train_053925,1,3862.58,Card,SBI,ios,moderate,0,card_declined,delayed_retry,10.7,none,0,0.0
train_053926,15,2639.52,Card,Kotak,web,good,0,card_declined,instant_retry,5.4,none,1,2639.52
train_053927,11,651.46,UPI,Kotak,ios,good,1,insufficient_funds,nudge_then_retry,20.2,whatsapp,1,651.46
train_053928,12,905.41,UPI,HDFC,android,good,0,insufficient_funds,nudge_then_retry,710.2,sms,1,905.41
train_053929,16,973.21,UPI,ICICI,android,good,1,wrong_otp,suggest_alt_method,121.6,sms,0,0.0
train_053930,12,762.37,UPI,SBI,ios,poor,0,bank_timeout,instant_retry,3.7,none,0,0.0
train_053931,12,764.78,UPI,HDFC,ios,good,0,bank_timeout,no_action,0.0,none,0,0.0
train_053932,16,161.56,Card,IDFC,android,good,0,risk_block,delayed_retry,56.0,none,0,0.0
train_053933,15,3067.14,NetBanking,SBI,android,poor,1,network_drop,delayed_retry,944.2,none,0,0.0
train_053934,22,2802.51,Card,Kotak,web,good,1,card_declined,instant_retry,4.6,none,0,0.0
train_053935,20,846.85,UPI,Axis,ios,moderate,0,wrong_otp,nudge_then_retry,8.2,whatsapp,1,846.85
train_053936,20,241.97,NetBanking,HDFC,android,good,0,gateway_error,suggest_alt_method,49.8,sms,0,0.0
train_053937,8,358.09,UPI,YesBank,android,good,0,insufficient_funds,instant_retry,7.3,none,0,0.0
train_053938,14,491.57,UPI,Axis,android,good,1,bank_timeout,delayed_retry,346.5,none,0,0.0
train_053939,16,291.07,NetBanking,Kotak,web,poor,0,network_drop,delayed_retry,24.6,none,0,0.0
train_053940,7,900.34,UPI,Kotak,ios,moderate,0,insufficient_funds,delayed_retry,1669.1,none,0,0.0
train_053941,15,1219.42,UPI,Axis,android,good,1,wrong_otp,delayed_retry,33.9,none,0,0.0
train_053942,8,2704.73,Card,ICICI,web,good,0,risk_block,instant_retry,3.8,none,0,0.0
train_053943,15,1333.86,UPI,HDFC,android,moderate,1,wrong_otp,delayed_retry,125.2,none,0,0.0
train_053944,16,786.01,UPI,Axis,web,good,1,wrong_otp,delayed_retry,1611.6,none,0,0.0
train_053945,15,863.52,Card,YesBank,android,moderate,1,gateway_error,nudge_then_retry,54.7,whatsapp,1,863.52
train_053946,16,1027.56,UPI,Kotak,ios,good,1,bank_timeout,nudge_then_retry,27.0,sms,0,0.0
train_053947,12,617.89,NetBanking,Kotak,ios,good,1,gateway_error,suggest_alt_method,30.6,whatsapp,1,617.89
train_053948,19,2777.92,Card,Kotak,web,poor,0,bank_timeout,instant_retry,4.2,none,0,0.0
train_053949,14,953.61,UPI,ICICI,ios,poor,0,gateway_error,nudge_then_retry,610.5,sms,0,0.0
train_053950,11,1490.84,UPI,ICICI,android,good,1,wrong_otp,delayed_retry,92.1,none,0,0.0
train_053951,19,772.86,Card,Kotak,android,good,1,risk_block,nudge_then_retry,468.3,whatsapp,0,0.0
train_053952,8,342.77,Card,IDFC,android,good,0,bank_timeout,nudge_then_retry,780.9,sms,1,342.77
train_053953,10,271.19,NetBanking,Axis,android,moderate,0,bank_timeout,no_action,0.0,none,0,0.0
train_053954,11,863.53,UPI,YesBank,android,good,0,wrong_otp,delayed_retry,83.0,none,0,0.0
train_053955,14,161.66,NetBanking,SBI,android,good,1,gateway_error,instant_retry,3.3,none,1,161.66
train_053956,13,1520.17,UPI,Axis,android,good,0,bank_timeout,delayed_retry,17.6,none,1,1520.17
train_053957,22,78.5,Card,ICICI,android,good,1,bank_timeout,delayed_retry,201.1,none,0,0.0
train_053958,15,1242.63,UPI,HDFC,android,good,1,network_drop,delayed_retry,368.0,none,0,0.0
train_053959,20,577.84,UPI,Axis,web,good,1,wrong_otp,instant_retry,6.6,none,1,577.84
train_053960,14,779.43,UPI,Kotak,ios,poor,1,network_drop,delayed_retry,261.6,none,0,0.0
train_053961,16,1153.47,UPI,ICICI,android,good,1,wrong_otp,no_action,0.0,none,0,0.0
train_053962,12,4770.32,UPI,ICICI,android,good,2,bank_timeout,delayed_retry,206.7,none,0,0.0
train_053963,7,1258.18,UPI,Axis,ios,good,0,insufficient_funds,nudge_then_retry,68.3,sms,0,0.0
train_053964,18,315.56,Card,YesBank,ios,good,1,insufficient_funds,delayed_retry,75.9,none,0,0.0
train_053965,17,372.53,UPI,ICICI,ios,moderate,0,insufficient_funds,no_action,0.0,none,0,0.0
train_053966,17,2961.54,NetBanking,IDFC,android,good,0,insufficient_funds,suggest_alt_method,101.7,sms,1,2961.54
train_053967,6,1433.07,UPI,Axis,android,poor,0,gateway_error,nudge_then_retry,891.6,sms,0,0.0
train_053968,17,345.57,UPI,Axis,android,good,1,network_drop,delayed_retry,265.0,none,0,0.0
train_053969,8,3225.55,Card,YesBank,android,moderate,0,insufficient_funds,suggest_alt_method,524.3,email,0,0.0
train_053970,19,324.87,UPI,Axis,android,good,1,risk_block,suggest_alt_method,403.1,email,0,0.0
train_053971,5,682.19,UPI,Kotak,android,moderate,1,wrong_otp,instant_retry,4.1,none,1,682.19
train_053972,21,1116.92,UPI,YesBank,android,poor,1,bank_timeout,no_action,0.0,none,0,0.0
train_053973,17,334.95,Card,YesBank,web,poor,1,gateway_error,instant_retry,2.8,none,1,334.95
train_053974,10,2941.01,UPI,ICICI,ios,moderate,0,insufficient_funds,instant_retry,5.8,none,0,0.0
train_053975,13,523.66,Card,IDFC,web,moderate,1,bank_timeout,nudge_then_retry,59.3,sms,1,523.66
train_053976,22,447.78,UPI,YesBank,web,good,1,insufficient_funds,delayed_retry,1231.8,none,0,0.0
train_053977,23,2203.27,Wallet,Kotak,web,good,1,risk_block,suggest_alt_method,325.9,sms,0,0.0
train_053978,20,5069.5,Card,HDFC,android,moderate,0,card_declined,nudge_then_retry,5.5,whatsapp,0,0.0
train_053979,19,648.91,UPI,Axis,android,good,0,insufficient_funds,instant_retry,4.7,none,0,0.0
train_053980,17,459.48,NetBanking,ICICI,android,moderate,1,gateway_error,delayed_retry,17.5,none,1,459.48
train_053981,16,340.78,UPI,Kotak,ios,poor,1,network_drop,nudge_then_retry,30.0,whatsapp,1,340.78
train_053982,13,540.26,Card,SBI,ios,good,1,card_declined,nudge_then_retry,394.3,whatsapp,0,0.0
train_053983,14,750.89,UPI,HDFC,android,moderate,1,bank_timeout,delayed_retry,128.9,none,1,750.89
train_053984,10,557.32,UPI,SBI,android,good,1,bank_timeout,suggest_alt_method,314.0,whatsapp,0,0.0
train_053985,9,146.13,Card,ICICI,android,good,1,insufficient_funds,nudge_then_retry,49.7,sms,0,0.0
train_053986,6,344.12,UPI,SBI,web,good,0,insufficient_funds,instant_retry,5.4,none,0,0.0
train_053987,7,90.12,UPI,YesBank,android,moderate,0,wrong_otp,instant_retry,3.7,none,1,90.12
train_053988,11,1526.18,Card,SBI,android,moderate,2,card_declined,nudge_then_retry,43.8,email,0,0.0
train_053989,2,612.24,UPI,HDFC,web,good,1,wrong_otp,delayed_retry,124.6,none,0,0.0
train_053990,22,805.82,Card,ICICI,android,moderate,0,gateway_error,instant_retry,1.7,none,0,0.0
train_053991,13,370.63,UPI,SBI,ios,good,0,insufficient_funds,nudge_then_retry,143.2,sms,0,0.0
train_053992,8,1673.77,NetBanking,SBI,web,good,2,bank_timeout,instant_retry,1.5,none,0,0.0
train_053993,21,6074.08,NetBanking,Axis,ios,moderate,0,bank_timeout,instant_retry,2.4,none,1,6074.08
train_053994,7,1804.94,NetBanking,HDFC,web,good,0,insufficient_funds,instant_retry,3.7,none,0,0.0
train_053995,6,583.03,UPI,YesBank,web,good,0,wrong_otp,delayed_retry,18.0,none,0,0.0
train_053996,22,897.09,UPI,ICICI,android,moderate,0,network_drop,suggest_alt_method,177.0,sms,0,0.0
train_053997,11,1069.29,Card,Axis,ios,good,1,risk_block,nudge_then_retry,16.5,sms,0,0.0
train_053998,21,2000.08,UPI,Axis,android,poor,0,bank_timeout,nudge_then_retry,95.6,whatsapp,1,2000.08
train_053999,23,119.47,UPI,Kotak,web,good,1,risk_block,suggest_alt_method,38.6,sms,0,0.0
train_054000,17,69.3,UPI,IDFC,ios,good,0,insufficient_funds,instant_retry,4.3,none,0,0.0
train_054001,15,182.14,UPI,Axis,web,good,1,network_drop,nudge_then_retry,821.0,sms,0,0.0
train_054002,19,1628.91,UPI,Kotak,ios,good,0,bank_timeout,nudge_then_retry,12.7,sms,1,1628.91
train_054003,14,1420.09,NetBanking,HDFC,android,moderate,1,risk_block,no_action,0.0,none,0,0.0
train_054004,13,512.22,Card,YesBank,ios,good,0,card_declined,instant_retry,0.5,none,0,0.0
train_054005,10,1844.61,UPI,HDFC,ios,good,0,insufficient_funds,delayed_retry,885.7,none,0,0.0
train_054006,18,1437.45,UPI,YesBank,ios,good,1,insufficient_funds,instant_retry,7.5,none,0,0.0
train_054007,10,269.25,UPI,Axis,web,good,0,insufficient_funds,delayed_retry,2223.6,none,0,0.0
train_054008,19,2072.68,Card,Kotak,android,moderate,0,card_declined,delayed_retry,781.6,none,0,0.0
train_054009,12,2567.73,UPI,Axis,android,good,0,insufficient_funds,delayed_retry,457.1,none,0,0.0
train_054010,19,3546.77,UPI,IDFC,android,moderate,0,bank_timeout,nudge_then_retry,78.8,whatsapp,1,3546.77
train_054011,19,862.42,Card,ICICI,android,good,0,insufficient_funds,suggest_alt_method,23.8,whatsapp,1,862.42
train_054012,16,1172.67,Wallet,Kotak,android,good,0,wrong_otp,nudge_then_retry,279.3,sms,0,0.0
train_054013,8,748.13,NetBanking,YesBank,android,good,0,gateway_error,nudge_then_retry,68.6,email,1,748.13
train_054014,11,1456.08,Card,Axis,android,good,2,card_declined,instant_retry,7.4,none,0,0.0
train_054015,16,1229.63,UPI,Axis,android,moderate,0,wrong_otp,instant_retry,0.9,none,1,1229.63
train_054016,8,407.96,Card,HDFC,ios,moderate,0,insufficient_funds,nudge_then_retry,176.8,sms,1,407.96
train_054017,19,1457.42,NetBanking,Kotak,web,good,0,insufficient_funds,delayed_retry,98.3,none,0,0.0
train_054018,0,1021.72,Wallet,Kotak,web,moderate,0,card_declined,nudge_then_retry,183.1,sms,0,0.0
train_054019,18,419.88,UPI,ICICI,android,good,1,bank_timeout,nudge_then_retry,19.3,whatsapp,0,0.0
train_054020,14,3764.43,Wallet,ICICI,android,good,1,insufficient_funds,delayed_retry,1043.0,none,1,3764.43
train_054021,8,1492.66,UPI,IDFC,android,poor,0,gateway_error,instant_retry,7.3,none,0,0.0
train_054022,9,376.76,Card,HDFC,ios,good,0,card_declined,nudge_then_retry,38.8,sms,0,0.0
train_054023,16,309.25,Card,YesBank,android,good,1,card_declined,nudge_then_retry,95.8,whatsapp,0,0.0
train_054024,12,261.23,UPI,IDFC,ios,good,0,risk_block,nudge_then_retry,18.3,whatsapp,0,0.0
train_054025,21,336.32,Card,IDFC,android,moderate,0,gateway_error,nudge_then_retry,161.9,email,1,336.32
train_054026,19,790.57,Wallet,IDFC,ios,good,0,wrong_otp,delayed_retry,2487.3,none,0,0.0
train_054027,9,329.4,NetBanking,ICICI,web,moderate,0,bank_timeout,no_action,0.0,none,0,0.0
train_054028,14,1010.91,UPI,SBI,ios,good,1,bank_timeout,nudge_then_retry,75.5,email,0,0.0
train_054029,18,129.9,Card,SBI,android,poor,1,bank_timeout,nudge_then_retry,9.3,whatsapp,0,0.0
train_054030,17,517.86,UPI,HDFC,ios,moderate,1,bank_timeout,instant_retry,4.3,none,0,0.0
train_054031,11,9635.33,Wallet,IDFC,android,good,1,network_drop,delayed_retry,17.8,none,0,0.0
train_054032,23,6432.57,UPI,ICICI,ios,good,1,wrong_otp,instant_retry,6.8,none,1,6432.57
train_054033,7,614.91,Card,Kotak,ios,good,1,card_declined,no_action,0.0,none,0,0.0
train_054034,17,344.12,UPI,HDFC,ios,good,2,network_drop,delayed_retry,70.1,none,0,0.0
train_054035,17,400.22,NetBanking,IDFC,web,moderate,0,bank_timeout,nudge_then_retry,203.5,whatsapp,1,400.22
train_054036,11,362.4,UPI,SBI,android,moderate,1,insufficient_funds,instant_retry,3.1,none,0,0.0
train_054037,15,1176.28,Card,Kotak,web,good,0,card_declined,nudge_then_retry,5.6,sms,0,0.0
train_054038,8,460.86,UPI,IDFC,android,moderate,0,insufficient_funds,nudge_then_retry,156.1,sms,0,0.0
train_054039,16,229.21,Wallet,ICICI,ios,good,1,gateway_error,delayed_retry,1334.7,none,0,0.0
train_054040,9,95.5,UPI,YesBank,android,good,0,risk_block,nudge_then_retry,8.6,whatsapp,0,0.0
train_054041,17,810.9,UPI,YesBank,android,good,0,bank_timeout,instant_retry,5.7,none,0,0.0
train_054042,9,171.36,Card,IDFC,ios,good,0,insufficient_funds,instant_retry,2.6,none,0,0.0
train_054043,21,145.12,UPI,IDFC,android,moderate,0,insufficient_funds,nudge_then_retry,321.2,whatsapp,1,145.12
train_054044,8,1855.39,UPI,Axis,android,moderate,0,bank_timeout,nudge_then_retry,757.4,sms,0,0.0
train_054045,5,587.14,UPI,SBI,android,good,0,insufficient_funds,delayed_retry,646.3,none,0,0.0
train_054046,9,1732.98,Card,ICICI,ios,moderate,0,gateway_error,no_action,0.0,none,0,0.0
train_054047,8,160.17,UPI,Kotak,web,moderate,0,insufficient_funds,delayed_retry,2258.0,none,0,0.0
train_054048,6,3507.99,UPI,HDFC,ios,moderate,1,insufficient_funds,nudge_then_retry,709.3,whatsapp,0,0.0
train_054049,17,193.42,Wallet,Axis,android,good,0,bank_timeout,instant_retry,1.4,none,1,193.42
train_054050,13,509.4,NetBanking,YesBank,ios,good,0,insufficient_funds,nudge_then_retry,475.4,sms,0,0.0
train_054051,8,800.45,NetBanking,IDFC,android,good,0,card_declined,nudge_then_retry,55.0,sms,1,800.45
train_054052,10,725.93,NetBanking,SBI,android,good,1,network_drop,delayed_retry,95.6,none,0,0.0
train_054053,16,261.43,UPI,HDFC,android,moderate,0,bank_timeout,suggest_alt_method,9.1,sms,1,261.43
train_054054,8,1210.42,UPI,Axis,android,moderate,1,insufficient_funds,suggest_alt_method,1062.0,sms,0,0.0
train_054055,2,1114.86,UPI,SBI,android,moderate,2,wrong_otp,delayed_retry,44.5,none,0,0.0
